Entry	Entry Name	Gene Names	Protein names	Gene Ontology IDs
P0C0L2	OSMC_ECOLI	osmC b1482 JW1477	Peroxiredoxin OsmC (EC 1.11.1.-) (Osmotically-inducible protein C)	GO:0004601; GO:0005829; GO:0006972; GO:0006979; GO:0033194; GO:0042803; GO:0051920
P0C0L7	PROP_ECOLI	proP b4111 JW4072	Proline/betaine transporter (Proline porter II) (PPII)	GO:0005297; GO:0005886; GO:0006865; GO:0007231; GO:0015294; GO:0031460; GO:0042803; GO:0071474; GO:0071475; GO:1905647
P0C0R7	RLME_ECOLI	rlmE ftsJ mrsF rrmJ b3179 JW3146	Ribosomal RNA large subunit methyltransferase E (EC 2.1.1.166) (23S rRNA Um2552 methyltransferase) (Cell division protein FtsJ) (rRNA (uridine-2'-O-)-methyltransferase)	GO:0000027; GO:0001510; GO:0005829; GO:0006364; GO:0008650
P0C0S1	MSCS_ECOLI	mscS yggB b2924 JW2891	Small-conductance mechanosensitive channel	GO:0005886; GO:0008381; GO:0009992; GO:0016020; GO:0034220; GO:0042802; GO:0051260
P0C0T5	MEPA_ECOLI	mepA b2328 JW2325	Penicillin-insensitive murein endopeptidase (EC 3.4.24.-) (D-alanyl-D-alanine-endopeptidase) (DD-endopeptidase)	GO:0000270; GO:0004175; GO:0004222; GO:0004252; GO:0006508; GO:0008233; GO:0009252; GO:0009410; GO:0030288; GO:0046872
P0C0V0	DEGP_ECOLI	degP htrA ptd b0161 JW0157	Periplasmic serine endoprotease DegP (EC 3.4.21.107) (Heat shock protein DegP) (Protease Do)	GO:0004252; GO:0005886; GO:0006457; GO:0006508; GO:0006515; GO:0006979; GO:0008233; GO:0008236; GO:0009266; GO:0009408; GO:0030288; GO:0042597; GO:0042802
P0C7L2	PAAJ_ECOLI	paaJ paaE ydbW b1397 JW1392	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase (EC 2.3.1.174) (EC 2.3.1.223)	GO:0003988; GO:0006635; GO:0006974; GO:0010124; GO:0016740; GO:0019619; GO:0033812
P0CE47	EFTU1_ECOLI	tufA b3339 JW3301	Elongation factor Tu 1 (EF-Tu 1) (EC 3.6.5.3) (Bacteriophage Q beta RNA-directed RNA polymerase subunit III) (P-43)	GO:0000287; GO:0003723; GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0005886; GO:0006414; GO:0032045; GO:0046677; GO:0097216
P0CE48	EFTU2_ECOLI	tufB b3980 JW3943	Elongation factor Tu 2 (EF-Tu 2) (EC 3.6.5.3) (Bacteriophage Q beta RNA-directed RNA polymerase subunit III) (P-43)	GO:0000287; GO:0003723; GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0005886; GO:0006414; GO:0032045; GO:0046677; GO:0097216
P0CG19	RNPH_ECOLI	rph orfE b3643 JW3618	Truncated inactive ribonuclease PH (Truncated inactive RNase PH) (Inactive RNase PH) (Truncated RNase PH)	GO:0000049; GO:0000175; GO:0003723; GO:0005829; GO:0009022; GO:0016075; GO:0031125; GO:0042780
P0DM85	RDCA_ECOLI	rdcA crfC yjdA b4109 JW4070	Regulator of diguanylate cyclase RdcA (EC 3.6.-.-) (Clamp-binding protein CrfC) (Clamp-binding sister replication fork colocalization protein) (Dynamin-like GTPase RdcA) (Regulator of a diguanylate cyclase A)	GO:0003924; GO:0005525; GO:0005737; GO:0006260; GO:0007059; GO:0043022; GO:0043590; GO:1900231
P0DMC5	RCSC_ECOLI	rcsC b2218 JW5917/JW5920	Sensor histidine kinase RcsC (EC 2.7.13.3) (Capsular synthesis regulator component C)	GO:0000155; GO:0000160; GO:0004673; GO:0004721; GO:0005524; GO:0005829; GO:0005886; GO:0006355; GO:0030288; GO:0044010; GO:0071470
P0DMC7	RCSB_ECOLI	rcsB b2217 JW2205	Transcriptional regulatory protein RcsB (Capsular synthesis regulator component B)	GO:0000160; GO:0000976; GO:0001216; GO:0001217; GO:0003700; GO:0005667; GO:0005829; GO:0006351; GO:0006355; GO:0031346; GO:0042802; GO:0043470; GO:0044011; GO:0045892; GO:0045893; GO:0046677; GO:1901913; GO:1902021; GO:1990451
P0DTT0	BIPA_ECOLI	bipA o591 typA yihK b3871 JW5571	Large ribosomal subunit assembly factor BipA (EC 3.6.5.-) (50S ribosomal subunit assembly factor BipA) (GTP-binding protein BipA/TypA) (Ribosome assembly factor BipA) (Ribosome-dependent GTPase BipA) (Tyrosine phosphorylated protein A)	GO:0000027; GO:0000049; GO:0003924; GO:0005525; GO:0005829; GO:0006412; GO:0009408; GO:0009409; GO:0019843; GO:0043022; GO:0044183; GO:0097216; GO:1990904
P0DTV7	SPEFL_ECOLI	speFL b4803	Leader peptide SpeFL (Arrest peptide SpeFL)	GO:0006448; GO:0019843; GO:0031556
P10121	FTSY_ECOLI	ftsY b3464 JW3429	Signal recognition particle receptor FtsY (SRP receptor) (EC 3.6.5.4)	GO:0003924; GO:0005047; GO:0005525; GO:0005829; GO:0005886; GO:0006605; GO:0006614; GO:0009898; GO:0015968; GO:0042803
P10378	ENTE_ECOLI	entE b0594 JW0586	Enterobactin synthase component E (EC 6.3.2.14) (2,3-dihydroxybenzoate-AMP ligase) (DHB-AMP ligase) (2,3-dihydroxybenzoate-AMP synthase) (EC 6.2.1.71) (Dihydroxybenzoic acid-activating enzyme) (Enterochelin synthase E)	GO:0005524; GO:0005829; GO:0008668; GO:0009239; GO:0016020; GO:0016746; GO:0047527
P10408	SECA_ECOLI	secA azi pea prlD b0098 JW0096	Protein translocase subunit SecA (EC 7.4.2.8)	GO:0005524; GO:0005737; GO:0005886; GO:0006605; GO:0006612; GO:0008270; GO:0008564; GO:0009306; GO:0009898; GO:0015031; GO:0017038; GO:0031522; GO:0042802; GO:0043021; GO:0043022; GO:0043952; GO:0065002; GO:0070678
P10443	DPO3A_ECOLI	dnaE polC b0184 JW0179	DNA polymerase III subunit alpha (EC 2.7.7.7)	GO:0003677; GO:0003887; GO:0005737; GO:0005829; GO:0006261; GO:0006272; GO:0006273; GO:0009360; GO:0030894; GO:0044776
P10902	NADB_ECOLI	nadB nicB b2574 JW2558	L-aspartate oxidase (LASPO) (EC 1.4.3.16) (L-aspartate:fumarate oxidoreductase) (EC 1.5.99.-) (Quinolinate synthetase B)	GO:0005829; GO:0008734; GO:0034628; GO:0050660
P10903	NARK_ECOLI	narK b1223 JW1214	Nitrate/nitrite antiporter NarK (Nitrate/nitrite exchanger) (Nitrite extrusion protein 1) (Nitrite facilitator 1)	GO:0005452; GO:0005886; GO:0015112; GO:0015113; GO:0015706; GO:0015707; GO:0042128; GO:0043602
P10905	UGPA_ECOLI	ugpA b3452 JW3417	sn-glycerol-3-phosphate transport system permease protein UgpA	GO:0001406; GO:0001407; GO:0005886; GO:0015169; GO:0015794; GO:0016020; GO:0055052; GO:1902517
P10906	UGPE_ECOLI	ugpE b3451 JW3416	sn-glycerol-3-phosphate transport system permease protein UgpE	GO:0005886; GO:0015169; GO:0015794; GO:0016020; GO:0055052; GO:1902517
P10907	UGPC_ECOLI	ugpC b3450 JW3415	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 7.6.2.10)	GO:0001406; GO:0001407; GO:0005524; GO:0008643; GO:0015169; GO:0015430; GO:0015794; GO:0016020; GO:0016887; GO:0055052; GO:1902517
P10908	UGPQ_ECOLI	ugpQ b3449 JW3414	Glycerophosphodiester phosphodiesterase, cytoplasmic (Glycerophosphoryl diester phosphodiesterase, cytoplasmic) (EC 3.1.4.46)	GO:0000287; GO:0005737; GO:0006071; GO:0006629; GO:0008889; GO:0047389; GO:0047395
P11071	ACEK_ECOLI	aceK b4016 JW3976	Isocitrate dehydrogenase kinase/phosphatase (IDH kinase/phosphatase) (IDHK/P) (EC 2.7.11.5) (EC 3.1.3.-)	GO:0000287; GO:0004674; GO:0004721; GO:0004722; GO:0005524; GO:0005737; GO:0006006; GO:0006097; GO:0006099; GO:0008772; GO:0016208; GO:0030145
P11349	NARH_ECOLI	narH b1225 JW1216	Respiratory nitrate reductase 1 beta chain (EC 1.7.5.1) (Nitrate reductase A subunit beta) (Quinol-nitrate oxidoreductase subunit beta)	GO:0008940; GO:0009055; GO:0009061; GO:0016020; GO:0019645; GO:0042126; GO:0042128; GO:0044799; GO:0046872; GO:0051538; GO:0051539; GO:0160182
P11350	NARI_ECOLI	narI chlI b1227 JW1218	Respiratory nitrate reductase 1 gamma chain (EC 1.7.5.1) (Cytochrome B-NR) (Nitrate reductase A subunit gamma) (Quinol-nitrate oxidoreductase subunit gamma)	GO:0005886; GO:0008940; GO:0009055; GO:0009061; GO:0009325; GO:0016020; GO:0019645; GO:0020037; GO:0042126; GO:0042128; GO:0044799; GO:0046872; GO:0160182
P11454	ENTF_ECOLI	entF b0586 JW0578	Enterobactin synthase component F (EC 6.3.2.14) (Enterochelin synthase F) (Nonribosomal peptide synthetase EntF) [Includes: L-serine--[L-seryl-carrier protein] ligase (EC 6.2.1.72) (Serine-activating enzyme) (Seryl-AMP ligase)]	GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0009239; GO:0009366; GO:0016779; GO:0031177; GO:0043041; GO:0047527
P11458	NADA_ECOLI	nadA nicA b0750 JW0733	Quinolinate synthase (EC 2.5.1.72) (Quinolinate synthetase A)	GO:0005829; GO:0008987; GO:0034628; GO:0046872; GO:0051539
P11551	FUCP_ECOLI	fucP b2801 JW2772	L-fucose-proton symporter (6-deoxy-L-galactose permease) (L-fucose permease) (L-fucose-H(+) symport protein)	GO:0005886; GO:0006004; GO:0009679; GO:0015517; GO:0015518; GO:0015535; GO:0015751; GO:0015755; GO:0015756; GO:0015757; GO:0016020
P11557	DAMX_ECOLI	damX yhfB b3388 JW3351	Cell division protein DamX	GO:0005886; GO:0008047; GO:0030428; GO:0032153; GO:0032506; GO:0042834
P11667	ARGO_ECOLI	argO yggA b2923 JW2890	Arginine exporter protein ArgO	GO:0005886; GO:0006865; GO:0015171; GO:0061459; GO:1903826
P11868	TDCD_ECOLI	tdcD yhaA b3115 JW5806	Propionate kinase (EC 2.7.2.15)	GO:0005524; GO:0005829; GO:0006083; GO:0006567; GO:0008776; GO:0008980; GO:0019665; GO:0046872; GO:0070689
P11880	MURF_ECOLI	murF mra b0086 JW0084	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme) (UDP-MurNAc-pentapeptide synthetase)	GO:0005524; GO:0005829; GO:0008360; GO:0008766; GO:0009252; GO:0047480; GO:0051301; GO:0071555
P12008	AROC_ECOLI	aroC b2329 JW2326	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase) (EPSP phospholyase)	GO:0004107; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0010181; GO:0042802
P12281	MOEA_ECOLI	moeA bisB chlE narE b0827 JW0811	Molybdopterin molybdenumtransferase (MPT Mo-transferase) (EC 2.10.1.1)	GO:0005737; GO:0005829; GO:0006777; GO:0042802; GO:0042803; GO:0046872; GO:0061599
P12282	MOEB_ECOLI	moeB chlN b0826 JW0810	Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80) (MoaD protein adenylase) (Molybdopterin-converting factor subunit 1 adenylase) (Sulfur carrier protein MoaD adenylyltransferase)	GO:0004792; GO:0005524; GO:0005737; GO:0005829; GO:0006777; GO:0008146; GO:0008641; GO:0016779; GO:0042803; GO:0046872; GO:0061605; GO:1990133
P12295	UNG_ECOLI	ung b2580 JW2564	Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	GO:0004844; GO:0005737; GO:0097510
P12758	UDP_ECOLI	udp b3831 JW3808	Uridine phosphorylase (UPase) (UrdPase) (EC 2.4.2.3)	GO:0004850; GO:0005524; GO:0005829; GO:0006218; GO:0006974; GO:0030955; GO:0032991; GO:0042802; GO:0044206; GO:0046050
P12995	BIOA_ECOLI	bioA b0774 JW0757	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)	GO:0004015; GO:0005737; GO:0009102; GO:0030170; GO:0042803
P12996	BIOB_ECOLI	bioB b0775 JW0758	Biotin synthase (EC 2.8.1.6) (Biotin synthetase)	GO:0004076; GO:0005506; GO:0009102; GO:0042803; GO:0051537; GO:0051539
P12998	BIOF_ECOLI	bioF b0776 JW0759	8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase)	GO:0008710; GO:0009102; GO:0030170; GO:0042803
P13000	BIOD1_ECOLI	bioD1 b0778 JW0761	ATP-dependent dethiobiotin synthetase BioD 1 (EC 6.3.3.3) (DTB synthetase 1) (DTBS 1) (Dethiobiotin synthase 1)	GO:0000287; GO:0004141; GO:0005524; GO:0005829; GO:0009102; GO:0042803
P13001	BIOH_ECOLI	bioH bioB b3412 JW3375	Pimeloyl-[acyl-carrier protein] methyl ester esterase (EC 3.1.1.85) (Biotin synthesis protein BioH) (Carboxylesterase BioH)	GO:0005737; GO:0009102; GO:0052689; GO:0090499; GO:0106435
P13009	METH_ECOLI	metH b4019 JW3979	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase) (Methionine synthase, vitamin-B12-dependent) (MS)	GO:0005737; GO:0005829; GO:0008270; GO:0008705; GO:0009086; GO:0031419; GO:0032259; GO:0035999; GO:0046653; GO:0050667
P13029	KATG_ECOLI	katG b3942 JW3914	Catalase-peroxidase (CP) (EC 1.11.1.21) (Hydroperoxidase I) (HPI) (Peroxidase/catalase)	GO:0004096; GO:0004601; GO:0005829; GO:0006979; GO:0016491; GO:0020037; GO:0042744; GO:0042802; GO:0046872; GO:0070301
P13035	GLPD_ECOLI	glpD glyD b3426 JW3389	Aerobic glycerol-3-phosphate dehydrogenase (EC 1.1.5.3)	GO:0004368; GO:0005886; GO:0009055; GO:0009060; GO:0009061; GO:0009331; GO:0019563; GO:0042803; GO:0046168; GO:0071949
P13036	FECA_ECOLI	fecA b4291 JW4251	Fe(3+) dicitrate transport protein FecA (Iron(III) dicitrate transport protein FecA)	GO:0006355; GO:0006879; GO:0009279; GO:0015343; GO:0015891; GO:0016020; GO:0023019; GO:0033214; GO:0038023; GO:1902495; GO:1990641
P13039	FES_ECOLI	fes b0585 JW0576	Iron(III) enterobactin esterase (EC 3.1.1.108) (Enterochelin esterase) (Ferric enterobactin esterase)	GO:0005506; GO:0005737; GO:0008849; GO:0033214; GO:0046214
P13445	RPOS_ECOLI	rpoS appR katF nur otsX sigS b2741 JW5437	RNA polymerase sigma factor RpoS (Sigma S) (Sigma-38)	GO:0000345; GO:0000976; GO:0001000; GO:0003899; GO:0005737; GO:0006352; GO:0006355; GO:0006950; GO:0016987; GO:0045892; GO:1903865; GO:2000142
P13458	SBCC_ECOLI	sbcC rmuA b0397 JW0387	Nuclease SbcCD subunit C	GO:0000014; GO:0004529; GO:0005524; GO:0006260; GO:0006274; GO:0006281; GO:0006302; GO:0006310; GO:0008296; GO:0016887; GO:1990238; GO:1990391
P13482	TREA_ECOLI	treA osmA b1197 JW1186	Periplasmic trehalase (EC 3.2.1.28) (Alpha,alpha-trehalase) (Alpha,alpha-trehalose glucohydrolase) (Tre37A)	GO:0004555; GO:0005993; GO:0006974; GO:0030288; GO:0071474
P13518	CSRD_ECOLI	csrD yhdA b3252 JW3221	RNase E specificity factor CsrD (Regulator of CsrB and CsrC decay CsrD)	GO:0005886; GO:0006401; GO:0032991; GO:0042802; GO:0051252; GO:0071111
P13656	CHIA_ECOLI	chiA yheB b3338 JW3300	Probable bifunctional chitinase/lysozyme [Includes: Chitinase (EC 3.2.1.14); Lysozyme (EC 3.2.1.17)]	GO:0000272; GO:0003796; GO:0005576; GO:0006032; GO:0008061; GO:0008843; GO:0030246; GO:0030288
P13738	NHAA_ECOLI	nhaA ant b0019 JW0018	Na(+)/H(+) antiporter NhaA (Na(+)/H(+) exchanger) (Na(+)/Li(+)/H(+) antiporter) (Sodium/proton antiporter NhaA)	GO:0005886; GO:0009651; GO:0010446; GO:0015385; GO:0051453; GO:1901612
P14081	SELB_ECOLI	selB fdhA b3590 JW3563	Selenocysteine-specific elongation factor (SelB translation factor)	GO:0000049; GO:0001514; GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0016259; GO:0019003; GO:0035368
P14175	PROV_ECOLI	proV b2677 JW2652	Glycine betaine/proline betaine transport system ATP-binding protein ProV	GO:0005034; GO:0005275; GO:0005524; GO:0006972; GO:0016020; GO:0016887; GO:0031460; GO:0043190; GO:0071470; GO:0089718; GO:1903804; GO:1990222
P14176	PROW_ECOLI	proW b2678 JW2653	Glycine betaine/proline betaine transport system permease protein ProW	GO:0005275; GO:0005886; GO:0006972; GO:0015226; GO:0015871; GO:0016020; GO:0031460; GO:0043190; GO:0071470; GO:0089718; GO:1902603; GO:1903804; GO:1990222
P14294	TOP3_ECOLI	topB b1763 JW1752	DNA topoisomerase 3 (EC 5.6.2.1) (DNA topoisomerase III)	GO:0000287; GO:0003917; GO:0006261; GO:0006265; GO:0006281; GO:0006310; GO:0043597; GO:0051304; GO:0098847
P14375	ZRAR_ECOLI	zraR hydG b4004 JW3968	Transcriptional regulatory protein ZraR	GO:0000156; GO:0000160; GO:0000987; GO:0001216; GO:0003677; GO:0005524; GO:0005737; GO:0032993; GO:0045893
P14377	ZRAS_ECOLI	zraS hydH b4003 JW3967	Sensor histidine kinase ZraS (EC 2.7.13.3)	GO:0000155; GO:0004673; GO:0005524; GO:0005886; GO:0007165; GO:0016020; GO:0036460; GO:0071284; GO:0071294
P14407	FUMB_ECOLI	fumB b4122 JW4083	Fumarate hydratase class I, anaerobic (EC 4.2.1.2) (D-tartrate dehydratase) (EC 4.2.1.81) (Fumarase B)	GO:0004333; GO:0005829; GO:0006099; GO:0006974; GO:0042803; GO:0044010; GO:0046872; GO:0047808; GO:0051539
P14900	MURD_ECOLI	murD b0088 JW0086	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	GO:0005524; GO:0005737; GO:0008360; GO:0008764; GO:0009252; GO:0042802; GO:0051301; GO:0071555
P15005	MCRB_ECOLI	mcrB rglB b4346 JW5871	Type IV methyl-directed restriction enzyme EcoKMcrB subunit (EcoKMcrBC) (5-methylcytosine-specific restriction enzyme B) (EC 3.1.21.-)	GO:0003677; GO:0003924; GO:0004519; GO:0005524; GO:0005525; GO:0006308; GO:0009307; GO:0010385; GO:0015666; GO:0016887; GO:0042802; GO:0044729; GO:1905348
P15028	FECB_ECOLI	fecB b4290 JW4250	Fe(3+) dicitrate-binding periplasmic protein FecB (Iron(III) dicitrate-binding periplasmic protein)	GO:0006879; GO:0010039; GO:0016020; GO:0030288; GO:0033212; GO:0033214; GO:0055052
P15029	FECD_ECOLI	fecD b4288 JW4248	Fe(3+) dicitrate transport system permease protein FecD (Iron(III) dicitrate transport system permease protein FecD)	GO:0005886; GO:0006879; GO:0015603; GO:0016020; GO:0022857; GO:0033212; GO:0033214; GO:0055052
P15030	FECC_ECOLI	fecC b4289 JW4249	Fe(3+) dicitrate transport system permease protein FecC (Iron(III) dicitrate transport system permease protein FecC)	GO:0005886; GO:0006879; GO:0015603; GO:0016020; GO:0022857; GO:0033212; GO:0033214; GO:0055052
P15034	AMPP_ECOLI	pepP b2908 JW2876	Xaa-Pro aminopeptidase (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Aminopeptidase P II) (APP-II) (X-Pro aminopeptidase)	GO:0004177; GO:0005829; GO:0006508; GO:0008235; GO:0030145; GO:0032991; GO:0042802; GO:0051289; GO:0070006
P15042	DNLJ_ECOLI	ligA dnaL lig lop pdeC b2411 JW2403	DNA ligase (EC 6.5.1.2) (Polydeoxyribonucleotide synthase [NAD(+)])	GO:0003677; GO:0003911; GO:0005829; GO:0006260; GO:0006281; GO:0046872; GO:0070403
P15043	RECQ_ECOLI	recQ b3822 JW5855	ATP-dependent DNA helicase RecQ (EC 5.6.2.4) (DNA 3'-5' helicase RecQ)	GO:0003677; GO:0003678; GO:0005524; GO:0005694; GO:0005737; GO:0006260; GO:0006281; GO:0006310; GO:0006974; GO:0008094; GO:0008270; GO:0009378; GO:0009432; GO:0016887; GO:0017116; GO:0017117; GO:0030894; GO:0043138; GO:0043590; GO:0046914; GO:0140640
P15047	ENTA_ECOLI	entA b0596 JW0588	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase (DiDHB-DH) (EC 1.3.1.28) (Trans-2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase)	GO:0005829; GO:0008667; GO:0009239; GO:0032991; GO:0042802
P15067	GLGX_ECOLI	glgX glyX b3431 JW3394	Glycogen debranching enzyme (EC 3.2.1.196) (Glycogen operon protein GlgX) (Limit dextrin alpha-1,6-maltotetraose-hydrolase)	GO:0004135; GO:0005980; GO:0006974; GO:0120549
P15254	PUR4_ECOLI	purL purI b2557 JW2541	Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT)	GO:0004642; GO:0005524; GO:0005737; GO:0005829; GO:0006164; GO:0006189; GO:0006541; GO:0016887; GO:0046872
P15288	PEPD_ECOLI	pepD pepH b0237 JW0227	Cytosol non-specific dipeptidase (EC 3.4.13.18) (Aminoacyl-histidine dipeptidase) (Beta-alanyl-histidine dipeptidase) (Carnosinase) (Cysteinylglycinase) (Peptidase D) (Xaa-His dipeptidase) (X-His dipeptidase)	GO:0005829; GO:0006508; GO:0008270; GO:0016805; GO:0042803; GO:0043171; GO:0070573
P15373	PRLF_ECOLI	prlF sohA b3129 JW3098	Antitoxin PrlF (HtrA suppressor protein SohA)	GO:0001558; GO:0003677; GO:0003700; GO:0005737; GO:0006355; GO:0019899; GO:0040008; GO:0042802; GO:0044010; GO:0045892; GO:0097351; GO:0110001
P15640	PUR2_ECOLI	purD b4005 JW3969	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	GO:0004637; GO:0005524; GO:0006164; GO:0006189; GO:0006974; GO:0009113; GO:0016887; GO:0046872
P15723	DGTP_ECOLI	dgt b0160 JW0156	Deoxyguanosinetriphosphate triphosphohydrolase (dGTP triphosphohydrolase) (dGTPase) (EC 3.1.5.1)	GO:0000287; GO:0003697; GO:0003924; GO:0006203; GO:0008832; GO:0015949; GO:0030145; GO:0042802; GO:0043099; GO:0050897
P15770	AROE_ECOLI	aroE b3281 JW3242	Shikimate dehydrogenase (NADP(+)) (SD) (SDH) (EC 1.1.1.25)	GO:0000166; GO:0004764; GO:0005829; GO:0008652; GO:0009073; GO:0009423; GO:0019632; GO:0050661
P15877	DHG_ECOLI	gcd b0124 JW0120	Quinoprotein glucose dehydrogenase (EC 1.1.5.2) (Glucose dehydrogenase [pyrroloquinoline-quinone])	GO:0000287; GO:0005886; GO:0008876; GO:0016020; GO:0019595; GO:0030288; GO:0048039; GO:0070968
P15993	AROP_ECOLI	aroP b0112 JW0108	Aromatic amino acid transport protein AroP (Aromatic amino acid:H(+) symporter AroP) (General aromatic amino acid permease) (General aromatic transport system)	GO:0005302; GO:0005886; GO:0015192; GO:0015196; GO:0015823; GO:0015827; GO:0015828; GO:0022857
P16384	MIAA_ECOLI	miaA trpX b4171 JW4129	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	GO:0005524; GO:0006400; GO:0034605; GO:0052381; GO:1990497
P16456	SELD_ECOLI	selD fdhB b1764 JW1753	Selenide, water dikinase (EC 2.7.9.3) (Selenium donor protein) (Selenophosphate synthase)	GO:0000287; GO:0004756; GO:0005524; GO:0005737; GO:0005829; GO:0016260; GO:0042802; GO:0042803; GO:0070329
P16528	ICLR_ECOLI	iclR b4018 JW3978	Transcriptional repressor IclR (Acetate operon repressor)	GO:0003677; GO:0003700; GO:0005829; GO:0006097; GO:0006355; GO:0045892
P16659	SYP_ECOLI	proS drpA b0194 JW0190	Proline--tRNA ligase (EC 6.1.1.15) (Global RNA synthesis factor) (Prolyl-tRNA synthetase) (ProRS)	GO:0004827; GO:0005524; GO:0005829; GO:0006433; GO:0043906; GO:0106074
P16686	PHNH_ECOLI	phnH b4100 JW4061	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH (RPnTP synthase subunit PhnH) (EC 2.7.8.37)	GO:0015716; GO:0019634; GO:0019700; GO:0042802; GO:0042803; GO:0061693; GO:0061694; GO:1904176
P16687	PHNI_ECOLI	phnI b4099 JW4060	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI (RPnTP synthase subunit PhnI) (EC 2.7.8.37) (Ribose 1-methylphosphonate 5-triphosphate synthase nucleosidase subunit)	GO:0015716; GO:0019634; GO:0019700; GO:0061693; GO:0061694; GO:1904176
P16688	PHNJ_ECOLI	phnJ b4098 JW4059	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase (PRPn C-P lyase) (EC 4.7.1.1)	GO:0015716; GO:0016829; GO:0019634; GO:0019700; GO:0046872; GO:0051539; GO:0061694; GO:0098848; GO:1904176
P16692	PHNP_ECOLI	phnP b4092 JW4053	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase (EC 3.1.4.55) (Phosphoribosyl cyclic phosphodiesterase)	GO:0019700; GO:0030145; GO:0042803; GO:0103043
P16703	CYSM_ECOLI	cysM b2421 JW2414	Cysteine synthase B (CSase B) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase B) (OAS-TL B) (O-acetylserine sulfhydrylase B)	GO:0004124; GO:0005737; GO:0006535; GO:0016226; GO:0019344; GO:0019345; GO:0019450; GO:0030170; GO:0042803; GO:0080146
P16869	FHUE_ECOLI	fhuE b1102 JW1088	Hydroxamate siderophore receptor FhuE (Ferric iron uptake protein) (Ferric-coprogen receptor FhuE) (Outer-membrane receptor for Fe(III)-coprogen, Fe(III)-ferrioxamine B and Fe(III)-rhodotrulic acid) (TonB-dependent transporter receptor FhuE) (TBDT receptor FhuE)	GO:0006879; GO:0009279; GO:0015092; GO:0015343; GO:0015344; GO:0015687; GO:0016020; GO:0033214; GO:0038023; GO:0044718; GO:0072711; GO:1902495
