# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
#(1) sigmaName. Sigma Name
## (2) regulatedName. Gene regulated by the Sigma Factor (regulated Gene)
## (3) function. Regulatory Function of the Sigma on the regulated Gene (+ activator, - repressor, -+ dual, ? unknown)
## (4)promoterEvidences. Evidence that supports the regulation the sigma on the promoter and the promoter evidences
## (5) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)sigmaName	2)regulatedName	3)function	4)promoterEvidence	5)confidenceLevel 
sigma38	rsd	+	[COMP-HINF,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	rseA	+	[COMP-HINF,EXP-IEP,EXP-IPI,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	rseB	+	[COMP-HINF,EXP-IEP,EXP-IPI,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	rseC	+	[COMP-HINF,EXP-IEP,EXP-IPI,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	rseD	+	[COMP-HINF,EXP-IEP,EXP-IPI,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	rsmG	+	[EXP-IEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	rssA	+	[COMP-HINF,EXP-IMP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	rssB	+	[COMP-HINF,EXP-IMP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	ryjA	+	[COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sdhX	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sdsN	+	[COMP-HINF,EXP-IEP,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sdsR	+	[COMP-HINF,EXP-IDA,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IMP]	S 
sigma38	setA	+	[COMP-HINF,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sgrS	+	[COMP-HINF,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sgrT	+	[COMP-HINF,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sodC	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF,COMP-AINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	S 
sigma38	sohB	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	speB	+	[COMP-HINF,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	speC	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	speG	+	[EXP-IEP,EXP-IPI,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	sra	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ssrS	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	sucA	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sucB	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sucC	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	sucD	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	talA	+	[COMP-AINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	tam	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	tktB	+	[COMP-AINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	tolC	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	topA	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	tpiA	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	treA	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IMP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	treF	+	[COMP-HINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	uspB	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF,EXP-IMP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	viaA	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	wrbA	+	[COMP-HINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	xapA	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	xapB	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	xthA	+	[COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yabI	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yadS	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yadV	+	[COMP-HINF,EXP-IMP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yafN	+	[COMP-AINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	yafO	+	[COMP-AINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	yafP	+	[COMP-AINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	ybaT	+	[EXP-IEP,EXP-IPI,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ybgA	+	[COMP-AINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ybiI	+	[COMP-HINF,EXP-IDA,EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF]	W 
sigma38	ybjP	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yccJ	+	[COMP-HINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	ycgZ	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yciE	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	yciF	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	yciG	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	yciT	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yciZ	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ydbD	+	[COMP-AINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	ydbK	+	[COMP-HINF,EXP-IDA,COMP-AINF]	W 
sigma38	ydcS	+	[COMP-HINF,EXP-IDA,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	ydcT	+	[COMP-HINF,EXP-IDA,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	ydcU	+	[COMP-HINF,EXP-IDA,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	ydcV	+	[COMP-HINF,EXP-IDA,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	yddG	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ydhT	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ydhU	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ydhV	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ydhW	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ydhX	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ydhY	+	[COMP-HINF,EXP-IEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yehW	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yehX	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yehY	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yeiL	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF]	W 
sigma38	yffO	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	yffP	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	yggE	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ygiB	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ygiC	+	[COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yhfG	+	[EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IPI,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-HINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IMP]	C 
sigma38	yhiD	+	[COMP-HINF,EXP-IDA,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IEP,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yhiM	+	[COMP-HINF,EXP-IEP,EXP-IPI,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma38	yhjG	+	[COMP-HINF,EXP-IEP,EXP-CHIP-EXO-MANUAL,HTP-HEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	yiaG	+	[EXP-CHIP-EXO-MANUAL,HTP-HEP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	yibQ	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	yihG	+	[COMP-HINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma38	yjcH	+	[COMP-HINF,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP,COMP-AINF-POSITIONAL-IDENTIFICATION]	S 
sigma38	ymgA	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ymgC	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ymiC	+	[COMP-HINF,EXP-IMP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	ymjE	+	[COMP-AINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,EXP-IMP]	W 
sigma38	ynfB	+	[EXP-IEP,EXP-IPI,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	ynfE	+	[COMP-HINF,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	S 
sigma38	ynfF	+	[COMP-HINF,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	S 
sigma38	ynfG	+	[COMP-HINF,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	S 
sigma38	ynfH	+	[COMP-HINF,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING]	S 
sigma38	yqiG	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	yqiH	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	yqiI	+	[COMP-HINF,EXP-IEP,EXP-IDA-HPT-TRANSCR-INIT-M-RACE-MAP]	W 
sigma38	yqjC	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-IN-VITRO-TRANSCRIPTION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma38	yqjD	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-IN-VITRO-TRANSCRIPTION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma38	yqjE	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-IN-VITRO-TRANSCRIPTION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma38	yqjK	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IMP,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-IN-VITRO-TRANSCRIPTION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma38	ytfK	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma38	znuA	+	[COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	acrD	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	actP	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	amtB	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	argT	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	aslB	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	astA	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	C 
sigma54	astB	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	C 
sigma54	astC	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	C 
sigma54	astD	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	C 
sigma54	astE	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,EXP-IDA-RNA-POLYMERASE-FOOTPRINTING,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	C 
sigma54	atoA	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IMP]	W 
sigma54	atoB	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IMP]	W 
sigma54	atoD	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IMP]	W 
sigma54	atoE	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IMP]	W 
sigma54	chaC	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,EXP-IEP]	W 
sigma54	dcuD	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	ddpA	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	ddpB	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	ddpC	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	ddpD	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	ddpF	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	ddpX	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF,EXP-IEP,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	emrD	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	fdhF	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-S1]	W 
sigma54	fhlA	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	flhC	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	flhD	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	focB	+	[COMP-HINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS,COMP-AINF]	W 
sigma54	glmY	+	[COMP-HINF,EXP-IDA,EXP-IMP,COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-HINF-POSITIONAL-IDENTIFICATION]	S 
sigma54	glnA	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma54	glnG	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma54	glnH	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma54	glnK	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-HINF-POSITIONAL-IDENTIFICATION,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	glnL	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma54	glnP	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma54	glnQ	+	[COMP-AINF,EV-EXP-IDA-TRANSCRIPTION-INIT-MAPPING-PRIMER-EXTENSION-TSS]	W 
sigma54	glnZ	+	[EXP-IDA-TRANSCRIPTION-INIT-MAPPING,COMP-AINF]	S 
sigma54	glpQ	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-HTP-HEP-RNA-SEQ]	S 
sigma54	gltI	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	gltJ	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	gltK	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	gltL	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	gnsA	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING,EXP-HTP-HEP-RNA-SEQ]	S 
sigma54	hisJ	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	hisM	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	hisP	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	hisQ	+	[COMP-AINF-SIMILAR-TO-CONSENSUS,COMP-AINF-POSITIONAL-IDENTIFICATION,COMP-AINF]	W 
sigma54	htpG	+	[COMP-HINF,EXP-IEP,COMP-AINF,COMP-HINF-POSITIONAL-IDENTIFICATION]	W 
sigma54	hycA	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	hycB	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	hycC	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	hycD	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	hycE	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	hycF	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	hycG	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	hycH	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
sigma54	hycI	+	[COMP-AINF,EXP-IDA-TRANSCRIPTION-INIT-MAPPING]	S 
