# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) tuId. Transcription Unit identifier assigned by RegulonDB
## (2) tuName. Transcription unit name 
## (3) operonId. Operon id containing the transcription uni 
## (4) operonName. Operon name containing the transcription unit
## (5) tuGenesIds. Ids of the gene(s) contained in the transcription unit
## (6) tuGenesNames. Names of the gene(s) contained in the transcription unit
## (7) promoterId. Promoter Id
## (8) promoterName. Promoter Name
## (9) promoterPos. Transcription start site of promoter(10) terminatorIds. Ids of the terminators associated to transcription unit
##(11) sigmaFactor. Sigma Factor associated to 
##(12) tfsIds. transcription Factors ids that regulates the transcription Unit
##(13) tfsNames. transcription Factors names that regulates the transcription Unit
##(14) tuGenesBnumber. bnumbers of the tu genes
##(15) firstGenePos. start position of the first tu gene
##(16) lastGenePos. end position of the first tu gene
##(17) terminatorPositions. positions of the terminator
##(18) DBXRef. id of the TU in Ecocyc
##
1)tuId	2)tuName	3)operonId	4)operonName	5)tuGenesIds	6)tuGenesNames	7)promoterId	8)promoterName	9)promoterPos	10)terminatorIds	11)sigmaFactor	12)tfsIds	13)tfsNames	14)tuGenesBnumber	15)firstGenePos	16)lastGenePos	17)terminatorPositions	18)DBXRef 
RDBECOLITUC00909	yfjU	RDBECOLIOPC02043	yfjU	RDBECOLIGNC04230	yfjU								b2638	2772154	2771840		Ecocyc:TU0-13696 
RDBECOLITUC00910	yfjV	RDBECOLIOPC01835	yfjV	RDBECOLIGNC04231	yfjV	RDBECOLIPMC03260	yfjVp			sigma32			b2641	2773182	2772167		Ecocyc:TU0-13697 
RDBECOLITUC00911	yfjW	RDBECOLIOPC01222	yfjW	RDBECOLIGNC04232	yfjW								b2642	2773318	2775021		Ecocyc:TU0-13698 
RDBECOLITUC00912	lfgABCDE	RDBECOLIOPC02074	lfgABCDE	RDBECOLIGNC04236,RDBECOLIGNC04235,RDBECOLIGNC02601,RDBECOLIGNC04234,RDBECOLIGNC04233	ypjF|yfjZ|ypjJ|lfgB|lfgA	RDBECOLIPMC02756	lfgA	2775653			RDBECOLITFC00144	MqsA	b2646|b2645|b4548|b2644|b2643	2775919	2777782		Ecocyc:TU0-13699 
RDBECOLITUC00913	ypjA	RDBECOLIOPC00304	ypjA	RDBECOLIGNC04237	ypjA						RDBECOLITFC00079	GlaR	b2647	2782726	2778146		Ecocyc:TU0-13700 
RDBECOLITUC00914	pinH	RDBECOLIOPC01271	pinH	RDBECOLIGNC04238	pinH								b2648	2783304	2783065		Ecocyc:TU0-13701 
RDBECOLITUC00915	ypjB	RDBECOLIOPC01341	ypjB	RDBECOLIGNC04239	ypjB	RDBECOLIPMC02444	ypjBp	2784818					b2649	2784429	2783638		Ecocyc:TU0-13702 
RDBECOLITUC00916	ypjC	RDBECOLIOPC00128	ypjC	RDBECOLIGNC04240	ypjC								b2650	2785011	2784529		Ecocyc:TU0-13703 
RDBECOLITUC00917	ileY	RDBECOLIOPC01769	ileY	RDBECOLIGNC04242	ileY								b2652	2785837	2785762		Ecocyc:TU0-13704 
RDBECOLITUC00918	ygaQ	RDBECOLIOPC02054	ygaQ	RDBECOLIGNC04244	ygaQ								b4462	2786397	2788649		Ecocyc:TU0-13705 
RDBECOLITUC00919	kbp	RDBECOLIOPC02126	yqaE-kbp	RDBECOLIGNC04246	kbp	RDBECOLIPMC01737	kbpp4	2796814		sigma38			b2665	2796786	2796337		Ecocyc:TU0-13708 
RDBECOLITUC00920	yqaE	RDBECOLIOPC02126	yqaE-kbp	RDBECOLIGNC04247	yqaE	RDBECOLIPMC00262	yqaEp	2797085			RDBECOLITFC00043	CpxR	b2666	2797028	2796870		Ecocyc:TU0-13709 
RDBECOLITUC00921	ygaVP	RDBECOLIOPC00558	ygaVP	RDBECOLIGNC04249,RDBECOLIGNC04248	ygaP|ygaV								b2668|b2667	2797211	2798044		Ecocyc:TU0-13710 
RDBECOLITUC00922	ygaM	RDBECOLIOPC02295	ygaM	RDBECOLIGNC04251	ygaM	RDBECOLIPMC00135	ygaMp	2800121					b2672	2800146	2800475		Ecocyc:TU0-13711 
RDBECOLITUC00923	ygaY	RDBECOLIOPC02276	ygaY	RDBECOLIGNC04254	ygaY								b2681	2808316	2809493		Ecocyc:TU0-13712 
RDBECOLITUC00924	ygaZH	RDBECOLIOPC02231	ygaZH	RDBECOLIGNC04256,RDBECOLIGNC04255	ygaH|ygaZ								b2683|b2682	2809617	2810679		Ecocyc:TU0-13713 
RDBECOLITUC00925	gshA	RDBECOLIOPC00217	gshA	RDBECOLIGNC00411	gshA								b2688	2816439	2814883		Ecocyc:TU0-13714 
RDBECOLITUC00926	yqaBA	RDBECOLIOPC00333	yqaBA	RDBECOLIGNC04258,RDBECOLIGNC04257	yqaB|yqaA								b2690|b2689	2817503	2816512		Ecocyc:TU0-13715 
RDBECOLITUC00927	None	RDBECOLIOPC02740	csrA	RDBECOLIGNC01409	csrA	RDBECOLIPMC00136	csrAp3	2819273		sigma38	RDBECOLITFC00087	DksA	b2696	2819146	2818961		Ecocyc:TU0-13716 
RDBECOLITUC00928	pncC	RDBECOLIOPC01634	pncC	RDBECOLIGNC04259	pncC	RDBECOLIPMC03154	pncCp	2824394		sigma32			b2700	2824346	2823849		Ecocyc:TU0-13718 
RDBECOLITUC00929	mltB	RDBECOLIOPC02549	mltB	RDBECOLIGNC04260	mltB								b2701	2825576	2824491		Ecocyc:TU0-13719 
RDBECOLITUC00930	pphB	RDBECOLIOPC01772	pphB	RDBECOLIGNC04263	pphB						RDBECOLITFC00104	Nac	b2734	2859760	2860416		Ecocyc:TU0-13720 
RDBECOLITUC00931	ygbJK	RDBECOLIOPC00852	ygbJK	RDBECOLIGNC04266,RDBECOLIGNC04265	ygbK|ygbJ						RDBECOLITFC00106	YgbI	b2737|b2736	2861430	2863501		Ecocyc:TU0-13721 
RDBECOLITUC00932	ygbLM	RDBECOLIOPC02305	ygbLM	RDBECOLIGNC04268,RDBECOLIGNC04267	ygbM|ygbL								b2739|b2738	2863593	2865012		Ecocyc:TU0-13722 
RDBECOLITUC00933	ygbN	RDBECOLIOPC01702	ygbN	RDBECOLIGNC04269	ygbN								b2740	2865101	2866465		Ecocyc:TU0-13723 
RDBECOLITUC00934	ygbE	RDBECOLIOPC00495	ygbE	RDBECOLIGNC02360	ygbE								b2749	2873337	2873014		Ecocyc:TU0-13724 
RDBECOLITUC00935	casABCDE12	RDBECOLIOPC02904	casDE-ygbTF	RDBECOLIGNC04278,RDBECOLIGNC04277,RDBECOLIGNC04276,RDBECOLIGNC04275,RDBECOLIGNC04274,RDBECOLIGNC04273,RDBECOLIGNC02393	casA|casB|casC|casD|casE|cas1|cas2	RDBECOLIPMC00363	casAp	2884319		sigma70	RDBECOLITFC00050,RDBECOLITFC00180,RDBECOLITFC00180,RDBECOLITFC00180,RDBECOLITFC00180,RDBECOLITFC00086,RDBECOLITFC00183,RDBECOLITFC00061	H-NS,LeuO,LeuO,LeuO,LeuO,CRP,SlyA,StpA	b2760|b2759|b2758|b2757|b2756|b2755|b2754	2884138	2878569		Ecocyc:TU0-13725 
RDBECOLITUC00936	cas3	RDBECOLIOPC01854	cas3	RDBECOLIGNC02340	cas3	RDBECOLIPMC02606	cas3p			sigma70	RDBECOLITFC00086	CRP	b2761	2887219	2884553		Ecocyc:TU0-13726 
RDBECOLITUC00937	queD	RDBECOLIOPC01612	queD	RDBECOLIGNC04279	queD						RDBECOLITFC00104	Nac	b2765	2892214	2892579		Ecocyc:TU0-13727 
RDBECOLITUC00938	ygcNOP	RDBECOLIOPC00660	ygcNOP	RDBECOLIGNC04282,RDBECOLIGNC04281,RDBECOLIGNC04280	ygcP|ygcO|ygcN								b2768|b2767|b2766	2892657	2894771		Ecocyc:TU0-13728 
RDBECOLITUC00939	ygcRQ	RDBECOLIOPC00964	ygcRQ	RDBECOLIGNC04284,RDBECOLIGNC04283	ygcR|ygcQ								b2770|b2769	2896555	2894919		Ecocyc:TU0-13729 
RDBECOLITUC00940	ygcS	RDBECOLIOPC00801	ygcS	RDBECOLIGNC04285	ygcS						RDBECOLITFC00104	Nac	b2771	2897870	2896533		Ecocyc:TU0-13730 
RDBECOLITUC00941	ygcU	RDBECOLIOPC00712	ygcU	RDBECOLIGNC04286	ygcU								b4463	2899418	2897964		Ecocyc:TU0-13731 
RDBECOLITUC00942	ygcW	RDBECOLIOPC02022	ygcW	RDBECOLIGNC04287	ygcW						RDBECOLITFC00086	CRP	b2774	2900273	2899488		Ecocyc:TU0-13732 
RDBECOLITUC00943	yqcE-ygcE	RDBECOLIOPC00951	yqcE-ygcE	RDBECOLIGNC04288,RDBECOLIGNC02425	ygcE|yqcE								b2776|b2775	2900592	2903374		Ecocyc:TU0-13733 
RDBECOLITUC00944	rlmD	RDBECOLIOPC00154	rlmD	RDBECOLIGNC01222	rlmD	RDBECOLIPMC00143	rlmDp	2915043					b2785	2915000	2913699		Ecocyc:TU0-13735 
RDBECOLITUC00945	yqcC-truC-yqcA	RDBECOLIOPC00021	yqcC-truC-yqcA	RDBECOLIGNC04296,RDBECOLIGNC04295,RDBECOLIGNC04294	yqcC|truC|yqcA								b2792|b2791|b2790	2924113	2922535		Ecocyc:TU0-13736 
RDBECOLITUC00946	syd	RDBECOLIOPC00394	syd	RDBECOLIGNC04297	syd								b2793	2925280	2924735		Ecocyc:TU0-13737 
RDBECOLITUC00947	queF	RDBECOLIOPC00360	queF	RDBECOLIGNC04298	queF	RDBECOLIPMC00144	queFp	2925321					b2794	2925348	2926196		Ecocyc:TU0-13738 
RDBECOLITUC00948	ppnN	RDBECOLIOPC01843	ppnN	RDBECOLIGNC02236	ppnN						RDBECOLITFC00104	Nac	b2795	2926308	2927672		Ecocyc:TU0-13739 
RDBECOLITUC00949	ygdG	RDBECOLIOPC00693	ygdG	RDBECOLIGNC02235	ygdG								b2798	2931055	2931810		Ecocyc:TU0-13740 
RDBECOLITUC00950	csdAE	RDBECOLIOPC01504	csdAE	RDBECOLIGNC04301,RDBECOLIGNC04300	csdE|csdA								b2811|b2810	2943337	2944985		Ecocyc:TU0-13741 
RDBECOLITUC00951	tcdA	RDBECOLIOPC00438	tcdA	RDBECOLIGNC04302	tcdA								b2812	2945842	2945036		Ecocyc:TU0-13742 
RDBECOLITUC00952	mltA	RDBECOLIOPC00879	mltA	RDBECOLIGNC04303	mltA								b2813	2947178	2946081		Ecocyc:TU0-13743 
RDBECOLITUC00953	ptrA-recBD	RDBECOLIOPC02216	ptrA-recBD	RDBECOLIGNC00776,RDBECOLIGNC00814,RDBECOLIGNC00816	ptrA|recB|recD	RDBECOLIPMC03658	ptrAp	2959011		sigma70	RDBECOLITFC00054	LexA	b2821|b2820|b2819	2958884	2950635		Ecocyc:TU0-13744 
RDBECOLITUC00954	ppdAB-ygdB-ppdC-recC	RDBECOLIOPC02411	ppdAB-ygdB-ppdC-recC	RDBECOLIGNC01983,RDBECOLIGNC01138,RDBECOLIGNC01137,RDBECOLIGNC01136,RDBECOLIGNC00815	ppdA|ppdB|ygdB|ppdC|recC	RDBECOLIPMC03031	ppdAp	2964220		sigma28	RDBECOLITFC00218	FlhDC	b2826|b2825|b2824|b2823|b2822	2964177	2959060		Ecocyc:TU0-13745 
RDBECOLITUC00955	rppH-ptsP	RDBECOLIOPC00317	rppH-ptsP	RDBECOLIGNC04305,RDBECOLIGNC02072	rppH|ptsP	RDBECOLIPMC00562	rppHp	2968993					b2830|b2829	2968977	2966188		Ecocyc:TU0-13746 
RDBECOLITUC00956	mutH	RDBECOLIOPC01996	mutH	RDBECOLIGNC00616	mutH								b2831	2969662	2970351		Ecocyc:TU0-13747 
RDBECOLITUC00957	ygdQ	RDBECOLIOPC02457	ygdQ	RDBECOLIGNC04306	ygdQ								b2832	2970420	2971133		Ecocyc:TU0-13748 
RDBECOLITUC00958	ygdR	RDBECOLIOPC01605	ygdR	RDBECOLIGNC04307	ygdR						RDBECOLITFC00104	Nac	b2833	2971271	2971489		Ecocyc:TU0-13749 
RDBECOLITUC00959	tas	RDBECOLIOPC02443	tas	RDBECOLIGNC04308	tas								b2834	2971597	2972637		Ecocyc:TU0-13750 
RDBECOLITUC00960	aas-lplT	RDBECOLIOPC00629	aas-lplT	RDBECOLIGNC01620,RDBECOLIGNC02299	aas|lplT								b2836|b2835	2976014	2972669		Ecocyc:TU0-13751 
RDBECOLITUC00961	ygeA	RDBECOLIOPC01330	araE-ygeA	RDBECOLIGNC01139	ygeA								b2840	2980635	2979943		Ecocyc:TU0-13754 
RDBECOLITUC00962	kduD	RDBECOLIOPC01899	kduD	RDBECOLIGNC02224	kduD								b2842	2983258	2982497		Ecocyc:TU0-13755 
RDBECOLITUC00963	kduI	RDBECOLIOPC00430	kduI	RDBECOLIGNC04309	kduI						RDBECOLITFC00104	Nac	b2843	2984124	2983288		Ecocyc:TU0-13756 
RDBECOLITUC00964	yqeF	RDBECOLIOPC02590	yqeF	RDBECOLIGNC04310	yqeF						RDBECOLITFC00086	CRP	b2844	2985592	2984411		Ecocyc:TU0-13757 
RDBECOLITUC00965	yqeG	RDBECOLIOPC01988	yqeG	RDBECOLIGNC04311	yqeG								b2845	2985847	2987076		Ecocyc:TU0-13758 
RDBECOLITUC00966	yqeH	RDBECOLIOPC01284	yqeH	RDBECOLIGNC04312	yqeH								b2846	2987536	2988168		Ecocyc:TU0-13759 
RDBECOLITUC00967	yqeIJ	RDBECOLIOPC02542	yqeIJ	RDBECOLIGNC04314,RDBECOLIGNC04313	yqeJ|yqeI								b2848|b2847	2988502	2989786		Ecocyc:TU0-13760 
RDBECOLITUC00968	ygeF	RDBECOLIOPC02297	ygeF	RDBECOLIGNC04316	ygeF								b2850	2990554	2991043		Ecocyc:TU0-13761 
RDBECOLITUC00969	ygeG	RDBECOLIOPC02046	ygeG	RDBECOLIGNC04317	ygeG						RDBECOLITFC00104	Nac	b2851	2991268	2991759		Ecocyc:TU0-13762 
RDBECOLITUC00970	ygeH	RDBECOLIOPC01037	ygeH	RDBECOLIGNC04318	ygeH	RDBECOLIPMC01799	ygeHp10	2991879		sigma70	RDBECOLITFC00038	CysB	b2852	2992094	2993470		Ecocyc:TU0-13763 
RDBECOLITUC00971	ygeI	RDBECOLIOPC01371	ygeI	RDBECOLIGNC04319	ygeI								b2853	2993638	2993856		Ecocyc:TU0-13764 
RDBECOLITUC00972	pbl	RDBECOLIOPC01091	pbl	RDBECOLIGNC04320	pbl								b2854	2993939	2994441		Ecocyc:TU0-13765 
RDBECOLITUC00973	ygeLK	RDBECOLIOPC00097	ygeLK	RDBECOLIGNC04322,RDBECOLIGNC04321	ygeL|ygeK								b2856|b2855	2995092	2994460		Ecocyc:TU0-13766 
RDBECOLITUC00974	insC4D4CD4-ygeON	RDBECOLIOPC00751	insC4D4CD4-ygeON	RDBECOLIGNC04326,RDBECOLIGNC04325,RDBECOLIGNC02630,RDBECOLIGNC04324,RDBECOLIGNC04323	insC4|insD4|insCD4|ygeO|ygeN								b2861|b2860|b2859|b2858	2997600	2995314		Ecocyc:TU0-13767 
RDBECOLITUC00975	ygeP	RDBECOLIOPC00753	ygeP	RDBECOLIGNC04327	ygeP								b2862	2997988	2997689		Ecocyc:TU0-13768 
RDBECOLITUC00976	ygeQ	RDBECOLIOPC00429	ygeQ	RDBECOLIGNC04328	ygeQ								b2863	2998828	2998034		Ecocyc:TU0-13769 
RDBECOLITUC00977	glyU	RDBECOLIOPC02617	glyU	RDBECOLIGNC02474	glyU								b2864	2999057	2998984		Ecocyc:TU0-13770 
RDBECOLITUC00978	ygeR	RDBECOLIOPC01264	ygeR	RDBECOLIGNC04329	actS								b2865	2999891	2999136		Ecocyc:TU0-13771 
RDBECOLITUC00979	ygeW	RDBECOLIOPC01628	ygeW	RDBECOLIGNC04334	ygeW						RDBECOLITFC00086	CRP	b2870	3006262	3007452		Ecocyc:TU0-13773 
RDBECOLITUC00980	ygeX	RDBECOLIOPC00880	ygeX	RDBECOLIGNC04335	ygeX								b2871	3007510	3008706		Ecocyc:TU0-13774 
RDBECOLITUC00981	ygeY	RDBECOLIOPC00762	ygeY	RDBECOLIGNC04336	ygeY								b2872	3008764	3009975		Ecocyc:TU0-13775 
RDBECOLITUC00982	hyuA	RDBECOLIOPC01357	hyuA	RDBECOLIGNC04337	hyuA								b2873	3010028	3011413		Ecocyc:TU0-13776 
RDBECOLITUC00983	yqeA	RDBECOLIOPC01652	yqeA	RDBECOLIGNC04338	yqeA								b2874	3011461	3012393		Ecocyc:TU0-13777 
RDBECOLITUC00984	yqeB	RDBECOLIOPC01527	yqeB	RDBECOLIGNC04339	yqeB								b2875	3014239	3012614		Ecocyc:TU0-13778 
RDBECOLITUC00985	yqeC	RDBECOLIOPC01097	yqeC	RDBECOLIGNC04340	yqeC								b2876	3015057	3014287		Ecocyc:TU0-13779 
RDBECOLITUC00986	mocA	RDBECOLIOPC02135	mocA	RDBECOLIGNC04341	mocA								b2877	3015160	3015738		Ecocyc:TU0-13780 
RDBECOLITUC00987	ygfK-ssnA	RDBECOLIOPC02933	ygfK-ssnA	RDBECOLIGNC04343,RDBECOLIGNC04342	ssnA|ygfK	RDBECOLIPMC00330	ygfKp	3015992		sigma54			b2879|b2878	3016060	3020489		Ecocyc:TU0-13781 
RDBECOLITUC00988	ygfM-xdhD	RDBECOLIOPC01502	ygfM-xdhD	RDBECOLIGNC04345,RDBECOLIGNC04344	xdhD|ygfM								b2881|b2880	3020540	3024186		Ecocyc:TU0-13782 
RDBECOLITUC00989	xanQ-guaD-ghxQ	RDBECOLIOPC00366	xanQ-guaD-ghxQ	RDBECOLIGNC04348,RDBECOLIGNC04347,RDBECOLIGNC04346	ghxQ|guaD|xanQ								b4464|b2883|b2882	3024351	3028488		Ecocyc:TU0-13783 
RDBECOLITUC00990	ygfTS	RDBECOLIOPC00225	ygfTS	RDBECOLIGNC04350,RDBECOLIGNC04349	ygfT|ygfS								b2887|b2886	3030931	3028524		Ecocyc:TU0-13784 
RDBECOLITUC00991	uacT	RDBECOLIOPC00653	uacT	RDBECOLIGNC04351	uacT								b2888	3031367	3032815		Ecocyc:TU0-13785 
RDBECOLITUC00992	idi	RDBECOLIOPC00949	idi	RDBECOLIGNC04352	idi								b2889	3033065	3033613		Ecocyc:TU0-13786 
RDBECOLITUC00993	xerD	RDBECOLIOPC02785	dsbC-recJ-prfB	RDBECOLIGNC01059	xerD								b2894	3039743	3038847		Ecocyc:TU0-13787 
RDBECOLITUC00994	sdhE-ygfX	RDBECOLIOPC01241	sdhE-ygfX	RDBECOLIGNC04354,RDBECOLIGNC04353	sdhE|ygfX	RDBECOLIPMC00146	sdhEp	3041099					b2897|b2896	3041070	3040416		Ecocyc:TU0-13788 
RDBECOLITUC00995	yqfA	RDBECOLIOPC00556	yqfA	RDBECOLIGNC04356	trhA								b2899	3043148	3042489		Ecocyc:TU0-13789 
RDBECOLITUC00996	yqfB	RDBECOLIOPC00004	yqfB	RDBECOLIGNC04357	yqfB								b2900	3043623	3043312		Ecocyc:TU0-13790 
RDBECOLITUC00997	ygfF	RDBECOLIOPC01764	ygfF	RDBECOLIGNC04358	ygfF								b2902	3045901	3045158		Ecocyc:TU0-13791 
RDBECOLITUC00998	ygfB-pepP-ubiHI	RDBECOLIOPC02333	ygfB-pepP-ubiHI	RDBECOLIGNC01293,RDBECOLIGNC00688,RDBECOLIGNC01294,RDBECOLIGNC01303	ygfB|pepP|ubiH|ubiI	RDBECOLIPMC02461	ygfBp	3055473	RDBECOLITMC00131	sigma70			b2909|b2908|b2907|b2906	3055444	3051115	3051048-3051072	Ecocyc:TU0-13792 
RDBECOLITUC00999	zapA	RDBECOLIOPC00383	zapA	RDBECOLIGNC02412	zapA								b2910	3055612	3055941		Ecocyc:TU0-13793 
RDBECOLITUC01000	ssrS-ygfA	RDBECOLIOPC02883	ssrS-ygfA	RDBECOLIGNC01140,RDBECOLIGNC02536	fau|ssrS	RDBECOLIPMC00230	ssrSp1	3055974		sigma70	RDBECOLITFC00050,RDBECOLITFC00110,RDBECOLITFC00061,RDBECOLITFC00190	H-NS,Lrp,StpA,Fis	b2912|b2911	3055983	3056789		Ecocyc:TU0-13794 
RDBECOLITUC01001	yqfE	RDBECOLIOPC00980	yqfE	RDBECOLIGNC04359	yqfE								b2915	3059611	3059381		Ecocyc:TU0-13796 
RDBECOLITUC01002	ygfI	RDBECOLIOPC00071	ygfI	RDBECOLIGNC04362	srsR						RDBECOLITFC00104	Nac	b2921	3067173	3066277		Ecocyc:TU0-13798 
RDBECOLITUC01003	argO	RDBECOLIOPC01177	argO	RDBECOLIGNC01141	argO	RDBECOLIPMC03284	argOp	3068836		sigma70	RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00110,RDBECOLITFC00017,RDBECOLITFC00017	Lrp,Lrp,Lrp,ArgP,ArgP	b2923	3068808	3068173		Ecocyc:TU0-13799 
RDBECOLITUC01004	mscS	RDBECOLIOPC01747	mscS	RDBECOLIGNC01142	mscS	RDBECOLIPMC00148	mscSp	3069871					b2924	3069807	3068947		Ecocyc:TU0-13800 
RDBECOLITUC01005	cmtBA-yggPF-fumE-yggC	RDBECOLIOPC02730	cmtBA-yggPF-fumE-yggC	RDBECOLIGNC01722,RDBECOLIGNC01723,RDBECOLIGNC04363,RDBECOLIGNC01220,RDBECOLIGNC01144,RDBECOLIGNC01143	cmtB|cmtA|yggP|yggF|fumE|yggC								b2934|b2933|b4465|b2930|b2929|b2928	3079330	3073976		Ecocyc:TU0-13801 
RDBECOLITUC01006	tktA	RDBECOLIOPC00565	tktA	RDBECOLIGNC01390	tktA	RDBECOLIPMC00149	tktAp	3081707					b2935	3081635	3079644		Ecocyc:TU0-13802 
RDBECOLITUC01007	yggI	RDBECOLIOPC02564	yggI	RDBECOLIGNC02020	yggI								b2944	3089755	3090252		Ecocyc:TU0-13804 
RDBECOLITUC01008	rsmE-gshB	RDBECOLIOPC01171	rsmE-gshB	RDBECOLIGNC00412,RDBECOLIGNC02229	gshB|rsmE								b2947|b2946	3091134	3092828		Ecocyc:TU0-13805 
RDBECOLITUC01009	yqgEF	RDBECOLIOPC00147	yqgEF	RDBECOLIGNC04368,RDBECOLIGNC04367	yqgF|yqgE								b2949|b2948	3092937	3093916		Ecocyc:TU0-13806 
RDBECOLITUC01010	yggSTU-rdgB-hemW	RDBECOLIOPC02623	yggSTU-rdgB-hemW	RDBECOLIGNC04374,RDBECOLIGNC04373,RDBECOLIGNC04372,RDBECOLIGNC04371,RDBECOLIGNC04370	hemW|rdgB|yggU|yggT|yggS								b2955|b2954|b2953|b2952|b2951	3095098	3098403		Ecocyc:TU0-13807 
RDBECOLITUC01011	yggM	RDBECOLIOPC01322	yggM	RDBECOLIGNC02358	yggM								b2956	3099565	3098558		Ecocyc:TU0-13808 
RDBECOLITUC01012	trmB-yggL	RDBECOLIOPC01980	trmB-yggL	RDBECOLIGNC01710,RDBECOLIGNC02291	trmB|yggL								b2960|b2959	3102852	3101807		Ecocyc:TU0-13809 
RDBECOLITUC01013	yqgA	RDBECOLIOPC00945	yqgA	RDBECOLIGNC04377	yqgA								b2966	3109553	3110260		Ecocyc:TU0-13810 
RDBECOLITUC01014	yghED	RDBECOLIOPC00029	yghED	RDBECOLIGNC04379,RDBECOLIGNC04378	yghE|yghD								b2969|b2968	3111988	3110590		Ecocyc:TU0-13811 
RDBECOLITUC01015	yghG	RDBECOLIOPC01671	yghG	RDBECOLIGNC04381	yghG						RDBECOLITFC00104	Nac	b2971	3113477	3113067		Ecocyc:TU0-13813 
RDBECOLITUC01016	pppA	RDBECOLIOPC00855	pppA	RDBECOLIGNC04382	pppA								b2972	3114352	3113543		Ecocyc:TU0-13814 
RDBECOLITUC01017	yghJ	RDBECOLIOPC02293	yghJ	RDBECOLIGNC04383	yghJ						RDBECOLITFC00049	PdeL	b4466	3119112	3114550		Ecocyc:TU0-13815 
RDBECOLITUC01018	yghQ	RDBECOLIOPC01624	yghQ	RDBECOLIGNC04391	yghQ								b2983	3132408	3131341		Ecocyc:TU0-13816 
RDBECOLITUC01019	yghSR	RDBECOLIOPC02439	yghSR	RDBECOLIGNC04393,RDBECOLIGNC04392	yghS|yghR						RDBECOLITFC00180	LeuO	b2985|b2984	3133957	3132454		Ecocyc:TU0-13817 
RDBECOLITUC01020	pitB	RDBECOLIOPC01974	pitB	RDBECOLIGNC02417	pitB	RDBECOLIPMC03028	pitBp	3136403		sigma70	RDBECOLITFC00134	PhoB	b2987	3136371	3134872		Ecocyc:TU0-13818 
RDBECOLITUC01021	gss	RDBECOLIOPC00953	gss	RDBECOLIGNC02416	gss	RDBECOLIPMC00150	gssp	3138610					b2988	3138522	3136663		Ecocyc:TU0-13819 
RDBECOLITUC01022	yghW	RDBECOLIOPC00455	yghW	RDBECOLIGNC04397	yghW								b2998	3146737	3146450		Ecocyc:TU0-13820 
RDBECOLITUC01023	yghX	RDBECOLIOPC01667	yghX	RDBECOLIGNC04398	yghX								b4658	3147691	3146856		Ecocyc:TU0-13821 
RDBECOLITUC01024	yghB	RDBECOLIOPC01162	yghB	RDBECOLIGNC01753	yghB	RDBECOLIPMC00152	yghBp	3153529					b3009	3153563	3154222		Ecocyc:TU0-13822 
RDBECOLITUC01025	yqhD-dkgA	RDBECOLIOPC02851	yqhD-dkgA	RDBECOLIGNC04405,RDBECOLIGNC04404	dkgA|yqhD	RDBECOLIPMC00494	yqhDp	3155302		sigma70	RDBECOLITFC00129,RDBECOLITFC00055,RDBECOLITFC00055	Fur,YqhC,YqhC	b3012|b3011	3155355	3157450		Ecocyc:TU0-13823 
RDBECOLITUC01026	None	RDBECOLIOPC02851	yqhD-dkgA	RDBECOLIGNC04405	dkgA	RDBECOLIPMC00153	dkgAp	3156571		sigma38			b3012	3156623	3157450		Ecocyc:TU0-13824 
RDBECOLITUC01027	yqhG	RDBECOLIOPC01704	yqhG	RDBECOLIGNC04406	yqhG	RDBECOLIPMC02479	yqhGp	3157545			RDBECOLITFC00153	RcsB-BglJ	b3013	3157650	3158576		Ecocyc:TU0-13825 
RDBECOLITUC01028	yqhH	RDBECOLIOPC01787	yqhH	RDBECOLIGNC04407	yqhH								b3014	3158627	3158884		Ecocyc:TU0-13826 
RDBECOLITUC01029	ygiQ	RDBECOLIOPC01758	ygiQ	RDBECOLIGNC04408	ygiQ								b4469	3161146	3158927		Ecocyc:TU0-13827 
RDBECOLITUC01030	ftsP	RDBECOLIOPC00705	ftsP	RDBECOLIGNC01343	ftsP								b3017	3162669	3161257		Ecocyc:TU0-13828 
RDBECOLITUC01031	plsC	RDBECOLIOPC00502	plsC	RDBECOLIGNC01344	plsC								b3018	3163481	3162744		Ecocyc:TU0-13829 
RDBECOLITUC01032	parC	RDBECOLIOPC01179	parC	RDBECOLIGNC00678	parC								b3019	3165973	3163715		Ecocyc:TU0-13830 
RDBECOLITUC01033	ygiS	RDBECOLIOPC00475	ygiS	RDBECOLIGNC04409	ygiS								b3020	3167718	3166111		Ecocyc:TU0-13831 
