# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 14.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	06-02-2026
## Columns:
## (1) Operon ID
#(2) Operon name
## (3) First gene-position left
## (4) Last gene-position right
## (5) DNA strand where the operon is coded
## (6) Number of genes contained in the operon
## (7) Name or Blattner number of the gene(s) contained in the operon
## (8) Evidence that support the existence of the operon's TUs
## (9) Evidence confidence level (Confirmed, Strong, Weak)
1)operonId	2)operonName	3)firstGeneLeftPos	4)lastGeneRightPos	5)strand	6)numberOfGenes	7)operonGenes	8)operonEvidence	9)confidenceLevel 
RDBECOLIOPC00850	pgpB	1339330	1340094	forward	1	pgpB	[COMP-AINF:W]	W 
RDBECOLIOPC00851	nagBACD	699574	703611	reverse	4	nagB|nagA|nagC|umpH	[EXP-IMP-POLAR-MUTATION:S][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00852	ygbJK	2861430	2863501	forward	2	ygbJ|ygbK	[COMP-AINF:W]	W 
RDBECOLIOPC00853	yjgR	4488561	4490063	reverse	1	yjgR	[COMP-AINF:W]	W 
RDBECOLIOPC00854	rutR	1074242	1074880	forward	1	rutR	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00855	pppA	3113543	3114352	reverse	1	pppA	[COMP-AINF:W]	W 
RDBECOLIOPC00856	yfdF	2463012	2464070	forward	1	yfdF	[COMP-AINF:W]	W 
RDBECOLIOPC00857	recN	2751795	2753456	forward	1	recN	[COMP-AINF:W]	W 
RDBECOLIOPC00859	yadE	145081	146310	forward	1	yadE	[COMP-AINF:W]	W 
RDBECOLIOPC00860	dinD	3817760	3818584	forward	1	dinD	[COMP-AINF:W]	W 
RDBECOLIOPC00861	ynfD	1657565	1657870	forward	1	ynfD	[COMP-AINF:W]	W 
RDBECOLIOPC00862	grxB	1123407	1124054	reverse	1	grxB	[COMP-AINF:W]	W 
RDBECOLIOPC00863	yebE	1929048	1929707	reverse	1	yebE	[COMP-AINF:W]	W 
RDBECOLIOPC00864	dgcF	1610907	1611854	reverse	1	dgcF	[COMP-AINF:W]	W 
RDBECOLIOPC00865	yceK	1113579	1113806	forward	1	yceK	[COMP-AINF:W]	W 
RDBECOLIOPC00866	nadK	2750831	2751709	forward	1	nadK	[COMP-AINF:W]	W 
RDBECOLIOPC00867	fnrS	1409129	1409250	forward	1	fnrS	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00868	yecN-cmoAB	1952266	1954413	forward	3	yecN|cmoA|cmoB	[COMP-AINF:W]	W 
RDBECOLIOPC00869	nanR	3373698	3374489	reverse	1	nanR	[COMP-AINF:W]	W 
RDBECOLIOPC00870	hrpB	162105	164534	forward	1	hrpB	[COMP-AINF:W]	W 
RDBECOLIOPC00871	pfkB	1806370	1807299	forward	1	pfkB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00872	chbBCARFG	1816386	1821619	reverse	6	chbB|chbC|chbA|chbR|chbF|chbG		 
RDBECOLIOPC00873	ridA	4470527	4470913	reverse	1	ridA	[COMP-AINF:W]	W 
RDBECOLIOPC00874	glyQS	3722328	3725318	reverse	2	glyQ|glyS	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00875	yicJI	3832219	3835929	reverse	2	yicJ|yicI	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00876	yjbD	4231359	4231631	reverse	1	yjbD	[COMP-AINF:W]	W 
RDBECOLIOPC00877	yeiH	2249717	2250766	forward	1	yeiH	[COMP-AINF:W]	W 
RDBECOLIOPC00878	ffs	476448	476561	forward	1	ffs	[COMP-AINF:W]	W 
RDBECOLIOPC00879	mltA	2946081	2947178	reverse	1	mltA	[COMP-AINF:W]	W 
RDBECOLIOPC00880	ygeX	3007510	3008706	forward	1	ygeX	[COMP-AINF:W]	W 
RDBECOLIOPC00881	rsgA	4390457	4391509	reverse	1	rsgA	[COMP-AINF:W]	W 
RDBECOLIOPC00882	slyA	1720390	1720824	reverse	1	slyA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00883	yobB-exoX	1925440	1926782	forward	2	yobB|exoX	[COMP-AINF:W]	W 
RDBECOLIOPC00884	ydeTSR	1587793	1590001	reverse	3	ydeT|ydeS|ydeR	[COMP-AINF:W]	W 
RDBECOLIOPC00885	ydbA	1465392	1474013	forward	1	ydbA	[COMP-AINF:W]	W 
RDBECOLIOPC00886	yadN	156299	156883	reverse	1	yadN	[COMP-HINF:W]	W 
RDBECOLIOPC00887	yjjI	4615515	4617065	reverse	1	yjjI	[COMP-AINF:W]	W 
RDBECOLIOPC00888	yhgF	3537385	3539706	forward	1	yhgF	[COMP-AINF:W]	W 
RDBECOLIOPC00889	yihN	4062247	4063512	forward	1	yihN	[COMP-AINF:W]	W 
RDBECOLIOPC00890	dcyD-tcyLN	1997062	1999480	reverse	3	dcyD|tcyL|tcyN	[COMP-AINF:W]	W 
RDBECOLIOPC00891	higBA	3233728	3234455	reverse	2	higB|higA	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-IBA:W][COMP-AINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00892	manA	1688576	1689751	forward	1	manA	[COMP-HINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00893	yebK	1936652	1937521	forward	1	yebK	[COMP-AINF:W]	W 
RDBECOLIOPC00894	ppsA	1784734	1787112	reverse	1	ppsA		 
RDBECOLIOPC00895	yhiM	3634841	3635893	forward	1	yhiM	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00896	yncG	1526247	1526864	forward	1	yncG	[COMP-AINF:W]	W 
RDBECOLIOPC00897	lolCDE	1175427	1178564	forward	3	lolC|lolD|lolE	[COMP-AINF:W]	W 
RDBECOLIOPC00898	sstT	3239944	3241188	forward	1	sstT	[COMP-AINF:W]	W 
RDBECOLIOPC00899	hscBA-fdx-iscX	2656536	2659467	reverse	4	hscB|hscA|fdx|iscX	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00900	ydiV	1791307	1792020	reverse	1	rflP	[COMP-AINF:W]	W 
RDBECOLIOPC00901	bax	3736353	3737177	reverse	1	bax	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00902	dsbG	637827	638573	reverse	1	dsbG	[COMP-AINF:W]	W 
RDBECOLIOPC00903	mhpT	375459	376670	forward	1	mhpT	[COMP-AINF:W]	W 
RDBECOLIOPC00904	yihV-csqR	4073739	4075454	forward	2	yihV|csqR	[COMP-AINF:W][EXP-IDA:W]	W 
RDBECOLIOPC00905	folB	3204221	3204589	reverse	1	folB	[COMP-AINF:W]	W 
RDBECOLIOPC00906	yjiC	4555490	4556320	reverse	1	yjiC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00907	mtfA	2043651	2044448	forward	1	mtfA	[COMP-AINF:W]	W 
RDBECOLIOPC00908	yfdC	2465301	2466233	forward	1	yfdC	[COMP-AINF:W]	W 
RDBECOLIOPC00909	ysaA	3741109	3741582	reverse	1	ysaA	[COMP-AINF:W]	W 
RDBECOLIOPC00910	ydhB	1738866	1739798	reverse	1	punR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00911	ydeE	1621332	1622519	forward	1	ydeE	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00912	tpx	1388305	1388811	reverse	1	tpx	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00913	nadE	1822458	1823285	forward	1	nadE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00914	yagGH	285395	288399	forward	2	yagG|yagH	[COMP-AINF:W]	W 
RDBECOLIOPC00915	lsrRK	1598617	1601241	reverse	2	lsrR|lsrK	[EXP-IEP:W][COMP-AINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00916	ftsYEX	3601028	3604243	reverse	3	ftsY|ftsE|ftsX	[IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC00917	yecDE	1950832	1952213	forward	2	yecD|yecE	[COMP-AINF:W]	W 
RDBECOLIOPC00918	metK	3086706	3087860	forward	1	metK	[COMP-AINF:W]	W 
RDBECOLIOPC00919	tisB	3853553	3853642	forward	1	tisB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00920	yahM	345404	345649	forward	1	yahM	[COMP-AINF:W]	W 
RDBECOLIOPC00921	yjjW	4614680	4615543	reverse	1	yjjW	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00922	anmK	1718493	1719602	reverse	1	anmK	[COMP-AINF:W]	W 
RDBECOLIOPC00923	ygjV	3241193	3241744	reverse	1	ygjV	[COMP-AINF:W]	W 
RDBECOLIOPC00924	ecpR	310746	311336	reverse	1	matA	[COMP-AINF:W]	W 
RDBECOLIOPC00925	tusA	3608751	3608996	reverse	1	tusA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00926	pspG	4262840	4263249	forward	2	pspG|pspH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00929	ynfC	1656747	1657457	reverse	1	ynfC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00930	recQ	4005864	4007693	forward	1	recQ	[COMP-AINF:W]	W 
RDBECOLIOPC00931	trg	1492470	1494110	forward	1	trg	[IC:W]	W 
RDBECOLIOPC00932	pptA	1533052	1533285	forward	1	pptA	[COMP-AINF:W]	W 
RDBECOLIOPC00933	ybhH	800759	801811	forward	1	ybhH	[COMP-AINF:W]	W 
RDBECOLIOPC00934	hypT	4557378	4558289	reverse	1	hypT	[COMP-AINF:W]	W 
RDBECOLIOPC00935	argS	1960062	1961795	forward	1	argS	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]	W 
RDBECOLIOPC00936	sppA	1848837	1850693	forward	1	sppA	[COMP-AINF:W]	W 
RDBECOLIOPC00937	rbsDACBZKR	3933351	3939219	forward	7	rbsD|rbsA|rbsC|rbsB|rbsZ|rbsK|rbsR	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00938	hchA	2035835	2036686	forward	1	hchA	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]	W 
RDBECOLIOPC00939	epmA	4382643	4383620	forward	1	epmA	[COMP-AINF:W]	W 
RDBECOLIOPC00940	lepAB	2704335	2707124	reverse	2	lepA|lepB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00941	asnU	2059851	2059926	forward	1	asnU	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00942	ybhI	801887	803320	forward	1	ybhI	[COMP-AINF:W]	W 
RDBECOLIOPC00943	csrC	4051036	4051281	forward	1	csrC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00944	wecH	3725887	3726882	forward	1	wecH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00945	yqgA	3109553	3110260	forward	1	yqgA	[COMP-AINF:W]	W 
RDBECOLIOPC00946	ghrA	1097886	1098824	forward	1	ghrA	[COMP-AINF:W]	W 
RDBECOLIOPC00947	acrEF	3413864	3418137	forward	2	acrE|acrF	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00948	rybA-mntS	852725	853064	reverse	2	rybA|mntS	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00949	idi	3033065	3033613	forward	1	idi	[COMP-AINF:W]	W 
RDBECOLIOPC00950	gstB	879854	880480	reverse	1	gstB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00951	yqcE-ygcE	2900592	2903374	forward	2	yqcE|ygcE	[COMP-AINF:W]	W 
RDBECOLIOPC00952	panE-yajL	443051	444515	reverse	2	panE|yajL	[COMP-AINF:W]	W 
RDBECOLIOPC00953	gss	3136663	3138522	reverse	1	gss	[COMP-AINF:W]	W 
RDBECOLIOPC00954	mrcB	164730	167264	forward	1	mrcB	[COMP-AINF:W]	W 
RDBECOLIOPC00955	yjaZ	4189786	4190325	forward	1	yjaZ	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00956	rlhA	1506781	1508742	forward	1	rlhA	[COMP-AINF:W]	W 
RDBECOLIOPC00958	tynA	1449076	1451349	reverse	1	tynA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00959	elfA	997868	998407	forward	1	elfA	[COMP-AINF:W]	W 
RDBECOLIOPC00960	osmY	4611396	4612001	forward	1	osmY		 
RDBECOLIOPC00961	ybfF	712038	712802	reverse	1	ybfF	[COMP-AINF:W]	W 
RDBECOLIOPC00962	ybjS	905740	906753	reverse	1	ybjS	[COMP-AINF:W]	W 
RDBECOLIOPC00963	ydhQ	1744871	1746127	reverse	1	ydhQ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00964	ygcRQ	2894919	2896555	reverse	2	ygcR|ygcQ	[COMP-AINF:W]	W 
RDBECOLIOPC00965	bcsQ	3695233	3695985	reverse	1	bcsQ	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00966	yghF	3112054	3113049	reverse	1	yghF	[COMP-AINF:W]	W 
RDBECOLIOPC00967	hcaR-iroK	2668006	2668896	reverse	2	hcaR|iroK		 
RDBECOLIOPC00968	hokE	607836	607988	forward	1	hokE	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00969	fre	4026527	4027228	forward	1	fre	[COMP-AINF:W]	W 
RDBECOLIOPC00970	lafU	250072	250827	forward	1	lafU	[COMP-AINF:W]	W 
RDBECOLIOPC00971	qorA	4263248	4264231	reverse	1	qorA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00972	yddLKJ	1544384	1546028	reverse	3	yddL|yddK|yddJ	[COMP-AINF:W]	W 
RDBECOLIOPC00974	mug	3214967	3215473	reverse	1	mug	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00975	allR	533011	533826	forward	1	allR	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00976	umuDC	1230767	1232454	forward	2	umuD|umuC	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC00977	hokB	1491922	1492071	reverse	1	hokB	[COMP-AINF:W]	W 
RDBECOLIOPC00978	ydhIJK	1721025	1724133	forward	3	ydhI|ydhJ|ydhK	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00979	leuE	1880121	1880759	reverse	1	leuE	[COMP-AINF:W]	W 
RDBECOLIOPC00980	yqfE	3059381	3059611	reverse	1	yqfE	[COMP-AINF:W]	W 
RDBECOLIOPC00981	yajC-secDF	426137	430476	forward	4	tgt|yajC|secD|secF	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00982	rcsF-trmO	218887	219995	reverse	2	rcsF|trmO	[COMP-AINF:W]	W 
RDBECOLIOPC00983	yfhR	2664390	2665244	forward	1	yfhR	[COMP-AINF:W]	W 
RDBECOLIOPC00984	yphCB	2673816	2675761	reverse	2	yphC|yphB	[COMP-AINF:W]	W 
RDBECOLIOPC00985	ydjE	1852621	1853979	reverse	1	ydjE	[COMP-AINF:W]	W 
RDBECOLIOPC00986	yfjH	2757644	2758600	reverse	1	yfjH	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC00987	cof	467412	468230	forward	1	cof	[COMP-AINF:W]	W 
RDBECOLIOPC00988	ryjA	4277926	4278066	reverse	1	ryjA	[COMP-AINF-SINGLE-DIRECTON:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	W 
RDBECOLIOPC00989	iaaA-gsiABCD	866568	872801	forward	5	iaaA|gsiA|gsiB|gsiC|gsiD	[COMP-AINF:W]	W 
RDBECOLIOPC00990	galU	1291457	1292365	forward	1	galU	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00991	fadH	3231665	3233683	forward	1	fadH	[COMP-AINF:W]	W 
RDBECOLIOPC00992	rpoZ-spoT-trmH-recG	3822106	3827291	forward	4	rpoZ|spoT|trmH|recG	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC00993	yigGF	4002419	4003193	reverse	2	yigG|yigF	[COMP-AINF:W]	W 
RDBECOLIOPC00994	glsA-ybaT	511641	513868	forward	2	glsA|ybaT	[COMP-HINF:W][EXP-IEP:W]	W 
RDBECOLIOPC00995	efeOB	1082243	1084647	forward	2	efeO|efeB	[COMP-AINF:W]	W 
RDBECOLIOPC00996	uvrB	813526	815547	forward	1	uvrB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC00997	glpFKX	4114569	4118090	reverse	3	glpF|glpK|glpX	[EXP-IEP-COREGULATION:W][IC:W][EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC00998	yeeP	2070786	2071211	forward	1	yeeP	[COMP-AINF:W]	W 
RDBECOLIOPC00999	dut-slmA	3813929	3815090	forward	2	dut|slmA	[EXP-IMP-POLAR-MUTATION:S][COMP-HINF:W]	W 
RDBECOLIOPC01000	mutS	2857093	2859654	forward	1	mutS	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IMP-POLAR-MUTATION:S]	W 
RDBECOLIOPC01002	sbmC	2080789	2081262	reverse	1	sbmC	[COMP-AINF:W]	W 
RDBECOLIOPC01003	yehF	2196474	2197298	forward	1	yehF	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01004	gltP	4294481	4295794	forward	1	gltP	[COMP-AINF:W]	W 
RDBECOLIOPC01005	chaA	1270749	1271849	reverse	1	chaA	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01006	yihPO	4064363	4067194	reverse	2	yihP|yihO	[COMP-AINF:W]	W 
RDBECOLIOPC01007	ydjF	1854096	1854854	reverse	1	ydjF	[COMP-AINF:W]	W 
RDBECOLIOPC01008	rpiA	3058666	3059325	reverse	1	rpiA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01010	yagJ	291500	292231	forward	1	yagJ	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01011	ydgD	1671960	1672781	forward	1	ydgD	[COMP-AINF:W]	W 
RDBECOLIOPC01012	insH-5	1427746	1428726	reverse	1	insH5	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01013	pflDC	4143995	4147136	forward	2	pflD|pflC		 
RDBECOLIOPC01014	ebgR	3221466	3222449	forward	1	ebgR	[COMP-AINF:W]	W 
RDBECOLIOPC01015	trxC	2718735	2719154	forward	1	trxC	[COMP-AINF:W]	W 
RDBECOLIOPC01016	opgB	4597150	4599441	reverse	1	opgB	[COMP-AINF:W]	W 
RDBECOLIOPC01017	setB	2263863	2265044	forward	1	setB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01018	yjbLM	4260321	4261306	forward	2	yjbL|yjbM	[COMP-AINF:W]	W 
RDBECOLIOPC01019	ycaO	954872	956632	reverse	1	ycaO	[COMP-AINF:W]	W 
RDBECOLIOPC01020	rayT	247637	248134	forward	1	rayT	[COMP-AINF:W]	W 
RDBECOLIOPC01021	rihC	27293	28207	forward	1	rihC	[COMP-AINF:W]	W 
RDBECOLIOPC01022	yoaB	1893367	1893711	forward	1	yoaB	[COMP-AINF:W]	W 
RDBECOLIOPC01023	torT	1056261	1057289	forward	1	torT		 
RDBECOLIOPC01024	ybcQ	573956	574339	forward	1	quuD	[COMP-AINF:W]	W 
RDBECOLIOPC01025	dicA	1647934	1648341	forward	1	dicA	[COMP-AINF:W]	W 
RDBECOLIOPC01026	yadD	146968	147870	forward	1	rpnC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01028	tsaB-yeaY	1889951	1891267	reverse	2	tsaB|yeaY	[COMP-AINF:W]	W 
RDBECOLIOPC01029	aspT	3946872	3946948	forward	1	aspT	[COMP-HINF:W]	W 
RDBECOLIOPC01030	secE-nusG	4177358	4178288	forward	2	secE|nusG	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01031	yeiW	2265041	2265295	reverse	1	yeiW	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01032	allDC-ylbA	543261	546363	reverse	3	allD|allC|allE	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01034	ynbG	1465165	1465230	reverse	1	ynbG	[COMP-HINF-IGC:W][IC:W]	W 
RDBECOLIOPC01036	pmrD	2373272	2373538	reverse	1	pmrD	[COMP-AINF:W]	W 
RDBECOLIOPC01037	ygeH	2992094	2993470	forward	1	ygeH	[COMP-AINF:W]	W 
RDBECOLIOPC01038	queA	425011	426081	forward	1	queA		 
RDBECOLIOPC01039	thrU-tyrU-glyT-thrT-tufB	4175388	4177128	forward	5	thrU|tyrU|glyT|thrT|tufB	[EXP-IEP-COREGULATION:W][EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01040	uspG	641439	641867	reverse	1	uspG	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01041	insL1	15445	16557	forward	1	insL1	[COMP-AINF:W]	W 
RDBECOLIOPC01043	yfiK	2715423	2716010	forward	1	eamB	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01044	yehHI	2197410	2203911	forward	2	yehH|yehI	[COMP-AINF:W][IC:W]	W 
RDBECOLIOPC01045	hslR-hslO	3528669	3530652	forward	3	yrfG|hslR|hslO	[COMP-AINF:W][EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01046	yibD	3789047	3790081	reverse	1	waaH	[COMP-AINF:W]	W 
RDBECOLIOPC01047	racC	1417488	1417763	reverse	1	racC	[COMP-AINF:W]	W 
RDBECOLIOPC01048	yebF	1930034	1930390	reverse	1	yebF	[COMP-AINF:W]	W 
RDBECOLIOPC01049	sspAB	3376279	3377420	reverse	2	sspA|sspB	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]	S 
RDBECOLIOPC01050	clpB	2731600	2734173	reverse	1	clpB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01051	ygiN	3173142	3173456	forward	1	ygiN	[COMP-AINF:W]	W 
RDBECOLIOPC01052	yjfKLMC	4411302	4414191	forward	4	yjfK|yjfL|yjfM|yjfC	[COMP-AINF:W]	W 
RDBECOLIOPC01053	zntB	1408050	1409033	forward	1	zntB	[COMP-AINF:W]	W 
RDBECOLIOPC01054	yaiI	405764	406222	forward	1	yaiI	[COMP-AINF:W]	W 
RDBECOLIOPC01055	ybgS	784937	785317	reverse	1	ybgS	[COMP-AINF:W]	W 
RDBECOLIOPC01056	ymdF	1068081	1068254	forward	1	ymdF	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01057	yaaX	5234	5530	forward	1	yaaX	[COMP-AINF:W]	W 
RDBECOLIOPC01058	yeaM	1874755	1875576	reverse	1	nimR	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01059	yeaC	1861702	1861974	reverse	1	yeaC	[COMP-AINF:W]	W 
RDBECOLIOPC01060	yeaQ	1879007	1879255	reverse	1	yeaQ	[COMP-AINF:W]	W 
RDBECOLIOPC01062	yghZ	3147897	3148937	forward	1	gpr	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01063	hprRS	2036794	2038823	reverse	2	hprR|hprS	[COMP-AINF:W]	W 
RDBECOLIOPC01064	aroF-tyrA	2738948	2741150	reverse	2	aroF|tyrA	[EXP-IDA-BOUNDARIES-DEFINED:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]	W 
RDBECOLIOPC01065	yphA	2673346	2673768	forward	1	yphA	[COMP-AINF:W]	W 
RDBECOLIOPC01066	yjeV	4392892	4392945	forward	1	yjeV	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01067	yhfZY	3511060	3512344	reverse	2	yhfZ|yhfY	[COMP-AINF:W]	W 
RDBECOLIOPC01068	tfaD	581534	582097	forward	1	tfaD	[COMP-AINF:W]	W 
RDBECOLIOPC01069	yifE	3948086	3948424	forward	1	maoP	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01070	ycfJ	1167599	1168138	forward	1	ycfJ	[COMP-AINF:W]	W 
RDBECOLIOPC01071	uhpTU	3845730	3847167	reverse	2	uhpT|uhpU	[EXP-IDA-BOUNDARIES-DEFINED:W][IC:W]	W 
RDBECOLIOPC01072	ssuEADCB	993277	997512	reverse	5	ssuE|ssuA|ssuD|ssuC|ssuB	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01073	greA	3328239	3328715	reverse	1	greA	[EXP-IDA-BOUNDARIES-DEFINED:W]	W 
RDBECOLIOPC01074	yehR	2211225	2211686	forward	1	yehR	[COMP-AINF:W]	W 
RDBECOLIOPC01076	tus	1684259	1685188	forward	1	tus	[COMP-AINF:W]	W 
RDBECOLIOPC01077	valZ-lysY	781068	781222	forward	2	valZ|lysY	[COMP-AINF:W]	W 
RDBECOLIOPC01078	fepA-entD	609459	612494	reverse	2	fepA|entD	[EXP-IEP-COREGULATION:W]	W 
RDBECOLIOPC01079	ydgC	1681695	1682030	reverse	1	ydgC	[COMP-AINF-SINGLE-DIRECTON:W]	W 
RDBECOLIOPC01080	pyrSR-ypdC	2498671	2501987	forward	3	pyrS|pyrR|ypdC	[COMP-AINF:W]	W 
RDBECOLIOPC01081	ydcJ	1495288	1496631	forward	1	ydcJ	[COMP-AINF:W]	W 
RDBECOLIOPC01082	yoaE	1900029	1901585	reverse	1	yoaE	[COMP-AINF-SINGLE-DIRECTON:W]	W 
